Date,Open,High,Low,Close,Volume,Daily_Return,Cumulative_Return,SMA,EMA,RSI,MACD,Signal_Line,BB_Middle,BB_Std,BB_Upper,BB_Lower,P/E_Ratio,P/B_Ratio,Volatility,Price_Momentum,Volume_Momentum,Day_of_Week,Is_Month_End
2023-09-08 09:50:00,0.9796523329522355,0.9500733714938048,0.4163917429715408,0.3671819347076135,0.6451612903225806,0.40537728458067934,0.3671819347076132,0.788375322233128,0.8249076015159766,0.28024901005210356,0.5254775752326731,0.6959137869731324,0.788375322233128,0.4265321222986944,0.7163257942288985,0.5974337905181963,0.909434927242939,0.6646168987212475,0.30964856935496043,0.14153883585226026,0.5213014188462102,0.0,0.0
2023-09-08 09:51:00,0.7991368154150955,0.8083517748120748,0.39652221852306757,0.37761804543136135,0.4215795328142381,0.3574467166132815,0.3776180454313611,0.7130748683797536,0.7642086370699999,0.12832382376606288,0.43483393030268186,0.6417346638178824,0.7130748683797536,0.36611933201927327,0.6215037162824877,0.5780909798647884,0.7066351235405839,0.9699954672867235,0.28448970325298895,0.16249310825572963,0.04845185502625226,0.0,0.0
2023-09-08 09:52:00,0.45947108876645437,0.5771179924612657,0.48330890948317695,0.5593194418368015,0.6129032258064516,0.44774041041840745,0.5593194418368012,0.696008999869242,0.7573730071729083,0.12038022645022206,0.43836159456289053,0.5994307463763302,0.696008999869242,0.3578117262975067,0.6033297624454019,0.5705632242380749,0.8939740387238309,0.9483534756303806,0.27884509166722227,0.24981460394117938,0.24299724333603245,0.0,0.0
2023-09-08 09:53:00,0.7803978331160544,0.7775185801439339,0.7166359961229557,0.6677703188283803,0.14126807563959953,0.4024848923647508,0.6677703188283803,0.7307529549843537,0.7798870530199307,0.22632172977496356,0.4860397574882941,0.5796353723414711,0.7307529549843537,0.33993843070044694,0.6189037861440236,0.6062015703107786,0.5235527258440913,0.5363890338698956,0.2589374500949593,0.2596643335544257,0.023569220405853256,0.0,0.0
2023-09-08 09:54:00,0.11424712049028063,0.27770810542611035,0.14027938913704852,0.2838500903439811,0.23025583982202447,0.1843975116058391,0.2838500903439813,0.7336141876334223,0.6986625443937062,0.18587486171178036,0.368867460074531,0.529275756732263,0.7336141876334223,0.33114318397769926,0.6156757144448464,0.6134127550254975,0.6491855116720593,0.5304583509064718,0.2836657144417585,0.3581337078924274,0.07248754199713406,0.0,0.0
2023-09-08 09:55:00,0.6389624978952271,0.6085523959213486,0.02779993094682698,0.014901509381253009,0.014460511679644045,0.19976843015405804,0.014901509381253009,0.6182667784589579,0.5540035568834853,0.17422555197922107,0.17031800059740249,0.43048800955480215,0.6182667784589579,0.4244909808044435,0.5849185022453693,0.4752368299665417,0.8719283999570588,0.059067459406483225,0.16906471307598903,0.16630446086564074,0.005593598921013812,0.0,0.0
2023-09-08 09:56:00,0.1394735178490869,0.32915972500914936,0.12408739330178131,0.3970690659493781,0.18131256952169078,0.6247459090554854,0.3970690659493782,0.6511410922906906,0.5242521770509909,0.2336119033491436,0.17329870065972797,0.35233603690153426,0.6511410922906906,0.33587312217247267,0.555488802808318,0.5508286646080942,0.08128776647306435,0.4151961403235899,0.1423540285475765,0.36240679838598044,0.0473752485923048,0.0,0.0
2023-09-08 09:57:00,0.9455031875293411,0.9155350729406986,0.33002379030321827,0.305799648188674,0.5406006674082313,0.30442456659863393,0.3057996481886741,0.5998064773958061,0.47318221848430175,0.11047257160014912,0.1428900876831239,0.2808549505190339,0.5998064773958061,0.3519818320662491,0.5261344093738458,0.5041866131382469,0.9453945234540144,0.5962183829692187,0.0,0.23479509489548667,0.08568775254205635,0.0,0.0
2023-09-08 09:58:00,0.5201951913329401,0.9502463070317195,0.5438632428775515,0.9434737286853623,0.9911012235817576,0.7065912519636799,0.9434737286853623,0.6018997811124769,0.5957196873589417,0.29467424076229787,0.38113191548234837,0.29386498394475336,0.6018997811124769,0.3600140335227746,0.5326832207832992,0.5010147815150894,0.7877882607448301,0.7068195882233588,0.12599419790715205,0.4716679118628069,0.46385361857655505,0.0,0.0
2023-09-08 09:59:00,0.4123782454403133,0.8813847280868594,0.49022628427398673,0.889212204795534,0.439377085650723,0.3315658148582905,0.889212204795534,0.6297776909643962,0.6922280403686796,0.21512198430286467,0.5476259180272545,0.35332833564113264,0.6297776909643962,0.4216952639045479,0.5920035567242468,0.48521880507023774,0.6645857552978929,0.5119108454613486,0.11369542064704441,0.6922556980337153,0.16340815372051654,0.0,0.0
2023-09-08 10:00:00,0.26138886072425516,0.8079798279424304,0.24668134789435248,0.8610806147100081,0.3993325917686318,0.3410570147660613,0.861080614710008,0.6842938794948612,0.7721008385333099,0.22355229673729404,0.6665653033724954,0.4359429832010467,0.6842938794948612,0.46297918612328526,0.6591416611753291,0.5006555317886601,0.6293863536517266,0.781190043772934,0.0979217509767134,0.9521270251030589,0.430713699773424,0.0,0.0
2023-09-08 10:01:00,0.7740653106988107,0.7062338461253344,0.6865746474393407,0.6524553666487327,0.3681868743047831,0.2702768441546497,0.6524553666487326,0.7408987448351034,0.7891595357294459,0.18529358068519364,0.6739792425140052,0.5042191234397486,0.7408987448351034,0.3810962168099188,0.6520163933303924,0.5895277246923565,0.8676701931089774,0.6383629860912301,0.089183002499724,0.48413693918338085,0.16628960552159028,0.0,0.0
2023-09-08 10:02:00,0.45411070871013504,0.4590923262928879,0.3434978283210305,0.3417875758283937,0.9143492769744159,0.21510937729137325,0.34178757582839336,0.738007943455746,0.7223835605001772,0.09514896339352241,0.5527101554887375,0.5231096526728396,0.738007943455746,0.38759258761751747,0.6538059095990669,0.5836374672302027,0.7869390590095373,0.7975937793416525,0.107097384610362,0.3720965301894055,0.1591524452292702,0.0,0.0
